,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,outcome,treated,matched,true_effect
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,9.485967797550074,0,0,0.0
1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.16535210797094,0,0,0.0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.23824523383837,0,0,0.0
3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-8.532451954856192,0,0,0.0
4,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6.212868003503817,0,0,0.0
5,5,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,23.538729601575593,0,0,0.0
6,6,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,28.38364645801269,0,0,0.0
7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27.06132184443106,0,0,0.0
8,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14.85187047483544,0,0,0.0
9,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.11851742722238,0,0,0.0
10,10,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-8.4797640189678,0,0,0.0
11,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24.88604219023532,0,0,0.0
12,12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10.648109075503815,0,0,0.0
13,13,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,11.932994079575343,0,0,0.0
14,14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7422968753421184,0,0,0.0
15,15,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,13.584468215518502,0,0,0.0
16,16,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,21.299480377504473,0,0,0.0
17,17,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,6.0647044789163065,0,0,0.0
18,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12.75173709145104,0,0,0.0
