,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,outcome,treated,matched,true_effect
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-9.207339036730284,0,0,0.0
1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,-24.254558459391152,0,0,0.0
2,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,-31.654193930673518,0,0,0.0
3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,-25.18461376868497,0,0,0.0
4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-15.182439530787024,0,0,0.0
5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-21.650815020097,0,0,0.0
6,6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-11.63257334177705,0,0,0.0
7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5.65142270449211,0,0,0.0
8,8,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-23.346347190096555,0,0,0.0
9,9,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-34.7220386058255,0,0,0.0
10,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-31.398998179803677,0,0,0.0
11,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-19.297510473420882,0,0,0.0
12,12,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-21.3265241103057,0,0,0.0
13,13,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,-31.31361553893536,0,0,0.0
14,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-7.4486767533574,0,0,0.0
15,15,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-15.768932128282794,0,0,0.0
16,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-16.572295048176912,0,0,0.0
17,17,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-27.007491267531996,0,0,0.0
18,18,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,-38.85525386902857,0,0,0.0
19,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-18.461606050710678,0,0,0.0
20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.502701220181265,0,0,0.0
21,21,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,-35.939106135237296,0,0,0.0
22,22,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-14.132154991364377,0,0,0.0
23,23,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,-19.39724535806764,0,0,0.0
24,24,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-29.175123675374525,0,0,0.0
25,25,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-15.086819785049881,0,0,0.0
26,26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-23.845314276062858,0,0,0.0
27,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-26.956080986889464,0,0,0.0
28,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7.143287828993728,0,0,0.0
29,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-21.680847509249876,0,0,0.0
