,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,outcome,treated,matched,true_effect
0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,-3.6240422855486063,0,0,0.0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.425198465791599,0,0,0.0
2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,10.946726034889437,0,0,0.0
3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4.519488012474422,0,0,0.0
4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-10.221290412104018,0,0,0.0
5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-8.421800887894202,0,0,0.0
6,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,7.322626985127629,0,0,0.0
7,7,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,-10.329130617224987,0,0,0.0
8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27733613839958404,0,0,0.0
9,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-2.207364514320365,0,0,0.0
10,10,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-10.13928517011137,0,0,0.0
11,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.148327541785022,0,0,0.0
12,12,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,15.418754808089224,0,0,0.0
13,13,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,-5.600087629137528,0,0,0.0
14,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-11.699228115346559,0,0,0.0
15,15,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,13.507005381628753,0,0,0.0
16,16,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,7.079199995942892,0,0,0.0
17,17,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3.9888734158618337,0,0,0.0
18,18,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.9598805233720054,0,0,0.0
19,19,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-22.85970491382667,0,0,0.0
20,20,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,15.913533624861284,0,0,0.0
21,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.905816965733758,0,0,0.0
22,22,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,-3.446829902857181,0,0,0.0
23,23,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1.2665624026780025,0,0,0.0
24,24,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0.6178969125886811,0,0,0.0
25,25,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,21.385268333649506,0,0,0.0
26,26,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,-3.9348295419240915,0,0,0.0
27,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-14.828447589781726,0,0,0.0
28,28,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,12.946066224387858,0,0,0.0
29,29,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,-22.665210656022204,0,0,0.0
