,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,outcome,treated,matched,true_effect
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.8547694407566566,0,0,0.0
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.563294569437184,0,0,0.0
2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,36.432626886084556,0,0,0.0
3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,30.08392790616041,0,0,0.0
4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.893404617699563,0,0,0.0
5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.41105520507231,0,0,0.0
6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,23.211247249643975,0,0,0.0
7,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,18.94012873477412,0,0,0.0
8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.434765607269412,0,0,0.0
9,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.4613775214361606,0,0,0.0
10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.298624218555494,0,0,0.0
11,11,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,14.167650025470127,0,0,0.0
12,12,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,32.03458061702812,0,0,0.0
13,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.144538509295284,0,0,0.0
14,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.09652654723087,0,0,0.0
15,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,38.69925800939803,0,0,0.0
16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.544729138301951,0,0,0.0
17,17,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,47.169674415533464,0,0,0.0
18,18,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,21.844443546907165,0,0,0.0
19,19,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,59.70737252472854,0,0,0.0
20,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23.184307021295773,0,0,0.0
21,21,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,61.75300278313092,0,0,0.0
22,22,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,30.877092832659763,0,0,0.0
23,23,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,21.93109302439468,0,0,0.0
24,24,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,51.581848144896874,0,0,0.0
25,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-10.842090597210852,0,0,0.0
26,26,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,47.146999512955574,0,0,0.0
27,27,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,35.18496866563498,0,0,0.0
28,28,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,35.75299610650768,0,0,0.0
29,29,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,27.215249349455046,0,0,0.0
30,30,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-7.301883893573724,0,0,0.0
31,31,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,6.805731200881462,0,0,0.0
32,32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0884737498558187,0,0,0.0
33,33,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,52.55538600609045,0,0,0.0
34,34,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,15.877189233944586,0,0,0.0
35,35,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20.517119213328158,0,0,0.0
36,36,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13.163532073491888,0,0,0.0
37,37,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,33.80829869421425,0,0,0.0
38,38,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,8.148685069925307,0,0,0.0
39,39,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,22.067726351169092,0,0,0.0
40,40,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9.854970536609635,0,0,0.0
41,41,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.33359301365772254,0,0,0.0
42,42,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,46.36645753647541,0,0,0.0
43,43,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14.636391528723886,0,0,0.0
44,44,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21.37867157210041,0,0,0.0
45,45,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,68.6347747631549,0,0,0.0
46,46,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,54.545872433416775,0,0,0.0
47,47,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-5.368186306930194,0,0,0.0
48,48,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16.180687660361603,0,0,0.0
49,49,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,34.13817008816956,0,0,0.0
50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2218985664764297,0,0,0.0
51,51,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,27.842081061708885,0,0,0.0
52,52,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,42.527612061362255,0,0,0.0
53,53,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,26.799890651198112,0,0,0.0
54,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.67156914035258,0,0,0.0
55,55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.20476355369330457,0,0,0.0
56,56,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,32.16382601220531,0,0,0.0
57,57,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,44.346901389078795,0,0,0.0
58,58,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,22.714842117267345,0,0,0.0
59,59,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-3.367209538186076,0,0,0.0
60,60,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,16.774564225347255,0,0,0.0
61,61,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,45.438304990860374,0,0,0.0
62,62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.204213733073043,0,0,0.0
63,63,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,53.50627079008924,0,0,0.0
64,64,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,50.28025130114593,0,0,0.0
65,65,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,61.698436113437396,0,0,0.0
66,66,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,24.15246789874105,0,0,0.0
67,67,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17.82793900065299,0,0,0.0
68,68,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.2954973974353279,0,0,0.0
