,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,outcome,treated,matched,true_effect
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.378209571163794,0,0,0.0
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3.676418397799361,0,0,0.0
2,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1.364831782219497,0,0,0.0
3,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,-3.3049533910761957,0,0,0.0
4,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,4.886966256305477,0,0,0.0
5,5,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,-4.449468583156054,0,0,0.0
6,6,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,-4.381239600166898,0,0,0.0
7,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.643776133415205,0,0,0.0
8,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-9.812015991037024,0,0,0.0
9,9,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,-6.8496433668927645,0,0,0.0
10,10,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-6.399513278381736,0,0,0.0
11,11,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4.89484355856545,0,0,0.0
12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7089327306578905,0,0,0.0
13,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.2224808576403614,0,0,0.0
14,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-3.1457585324084523,0,0,0.0
15,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-2.8883808577222156,0,0,0.0
16,16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-9.867492464907833,0,0,0.0
17,17,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.20322474472336222,0,0,0.0
18,18,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-7.493120749845456,0,0,0.0
19,19,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-11.031465350311645,0,0,0.0
20,20,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,-9.875791973260386,0,0,0.0
21,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.5751731405426623,0,0,0.0
22,22,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,-0.2023632816835558,0,0,0.0
23,23,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-4.415659198350213,0,0,0.0
24,24,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1.1005105921286726,0,0,0.0
25,25,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-6.317310213316188,0,0,0.0
26,26,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,-5.4525893413904605,0,0,0.0
27,27,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-3.3287260675158485,0,0,0.0
28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2922439008620661,0,0,0.0
29,29,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,-6.371058553835328,0,0,0.0
30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9929290110093247,0,0,0.0
31,31,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-7.950802459762236,0,0,0.0
32,32,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-9.86899304915121,0,0,0.0
33,33,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-4.438167527159677,0,0,0.0
