,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,outcome,treated,matched,true_effect
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,-71.19833208807844,0,0,0.0
1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,3.2270730232642855,0,0,0.0
2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0724793153532468,0,0,0.0
3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-54.97699968181458,0,0,0.0
4,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-16.20185939887098,0,0,0.0
5,5,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,-2.3612119652119006,0,0,0.0
6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.433966119465907,0,0,0.0
7,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,-4.511708969712981,0,0,0.0
8,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-19.798263941505866,0,0,0.0
9,9,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-4.764868123708154,0,0,0.0
10,10,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,-49.60103868223715,0,0,0.0
11,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-30.080677496175337,0,0,0.0
12,12,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,-50.08390442736252,0,0,0.0
13,13,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,13.593629764610359,0,0,0.0
14,14,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-55.669837826812575,0,0,0.0
15,15,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,-61.209199621696186,0,0,0.0
16,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-14.902546649074685,0,0,0.0
17,17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-25.983467607725782,0,0,0.0
18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.6362473045115,0,0,0.0
19,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-33.89945799884163,0,0,0.0
20,20,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,-58.0861306198838,0,0,0.0
21,21,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3.197700352771628,0,0,0.0
22,22,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-45.21545055016627,0,0,0.0
23,23,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,-41.97441077037712,0,0,0.0
24,24,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,-71.38482475813719,0,0,0.0
25,25,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.178216021970165,0,0,0.0
26,26,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-46.088369720218175,0,0,0.0
27,27,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,-4.7929666353798375,0,0,0.0
28,28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-26.215884953646295,0,0,0.0
29,29,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-19.96624145128168,0,0,0.0
30,30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-2.8607949127784353,0,0,0.0
31,31,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-61.46355089388449,0,0,0.0
32,32,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,-61.41730553182493,0,0,0.0
33,33,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,-55.59440851868393,0,0,0.0
34,34,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-19.981558215261472,0,0,0.0
35,35,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-10.476835311799748,0,0,0.0
36,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.96137155089624,0,0,0.0
37,37,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,-47.6245219025282,0,0,0.0
38,38,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-61.55018046852543,0,0,0.0
