,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,outcome,treated,matched,true_effect
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-9.780808494912032,0,0,0.0
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,10.16588264312257,0,0,0.0
2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-13.286229084946337,0,0,0.0
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5242095085787711,0,0,0.0
4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,25.67200768898749,0,0,0.0
5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.879624032366118,0,0,0.0
6,6,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,-11.168066478935799,0,0,0.0
7,7,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,10.259199430764607,0,0,0.0
8,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,16.08916259872896,0,0,0.0
9,9,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1.9239012928127377,0,0,0.0
10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-17.42161516142485,0,0,0.0
11,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16.138068458012764,0,0,0.0
12,12,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5.87603093141962,0,0,0.0
13,13,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,-7.778403863979237,0,0,0.0
14,14,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-17.39323454116317,0,0,0.0
15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-13.184824105180544,0,0,0.0
16,16,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.21193803160976604,0,0,0.0
17,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-13.862130553147587,0,0,0.0
18,18,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,2.3861623822911535,0,0,0.0
19,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-13.314510768105048,0,0,0.0
20,20,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.1418666308516684,0,0,0.0
21,21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,29.261922497295295,0,0,0.0
22,22,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-9.83954536715119,0,0,0.0
23,23,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13.320755675008963,0,0,0.0
24,24,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-13.890296509481427,0,0,0.0
25,25,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.2613575243750884,0,0,0.0
26,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.134215467015446,0,0,0.0
27,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.138402217867254,0,0,0.0
28,28,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,-11.1596380432995,0,0,0.0
29,29,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,6.02312850600199,0,0,0.0
