,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,outcome,treated,matched,true_effect
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21.752988559360546,0,0,0.0
1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,16.730830612737453,0,0,0.0
2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,14.818493946308061,0,0,0.0
3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25.795044205270006,0,0,0.0
4,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-2.7587705172450194,0,0,0.0
5,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,48.87161819165477,0,0,0.0
6,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-22.870027552547402,0,0,0.0
7,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16.059477063261067,0,0,0.0
8,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-20.142475525127185,0,0,0.0
9,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30.1101810608843,0,0,0.0
10,10,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-6.998184885038217,0,0,0.0
11,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,31.41643655212879,0,0,0.0
12,12,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,51.256077079531394,0,0,0.0
13,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.881016347646175,0,0,0.0
14,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.33426834433524,0,0,0.0
15,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16.00335428043355,0,0,0.0
16,16,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12.36981041182169,0,0,0.0
17,17,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,42.4592878219091,0,0,0.0
18,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30.195077787204262,0,0,0.0
19,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36.72600639360727,0,0,0.0
20,20,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,23.375608314923127,0,0,0.0
21,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.420217752357836,0,0,0.0
22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2936605883778651,0,0,0.0
23,23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33.977529888233995,0,0,0.0
24,24,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,45.20732580572444,0,0,0.0
25,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18.399093471035044,0,0,0.0
26,26,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,30.8098339514491,0,0,0.0
27,27,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14.459867791604804,0,0,0.0
28,28,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,57.7237751586283,0,0,0.0
29,29,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-16.876752118328778,0,0,0.0
30,30,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,42.72393115590231,0,0,0.0
